precio,Área,metros_cubiertos,ambientes,pileta,edad,Ubicacion,es_casa,es_ph
157204.9805630423,57.5594192136922,57.031825948852216,7,0,,1,0,0
31515.28359803573,260.6760281649899,177.90037484604844,10,0,32.53667522995716,0,1,0
40767.05045822432,221.6990406692767,156.24424275491768,6,1,41.991151951999335,0,1,0
52311.16152440357,229.79197975742576,161.61428879371593,10,0,37.64251870836809,0,1,0
73.59967917680048,73.36759067712822,72.19854526587724,7,0,13.06098071995631,0,0,0
28885.854849356987,234.49128123665125,172.50553780342082,8,1,1.0,0,1,0
145655.54526752452,74.47921102000844,73.37945383048819,6,0,1.4196302582174911,1,0,0
42000.58483458175,219.49174163341425,128.97461433865988,9,1,35.61872411010852,0,1,0
31894.065245897866,215.46391109497196,133.7436358939184,10,1,58.35198540519259,0,1,0
434773.9366391766,106.45322679587645,82.80842630155551,6,0,24.106944795348124,1,0,1
9281.07649305898,72.29658496121434,70.64335746747139,7,0,6.844899932922393,0,0,0
15039.516729574929,71.30403666112745,70.66334479487816,6,0,11.252210788514532,0,0,0
204305.9201668747,71.36451292629783,67.91372042971821,3,0,7.710932049021666,1,0,0
100787.75228137118,74.56237783229932,72.36391999749776,3,0,8.964899681826028,1,0,0
19839.835132885673,270.27495268138546,175.41692986655818,5,0,28.392899942945377,0,1,0
21634.23381720607,202.7124799840315,85.0356560206244,6,0,46.86710696772606,0,1,0
73116.56537252018,185.2840877740048,90.86171465259346,9,0,44.1487160956108,0,1,0
110680.12659087036,67.56398649562925,67.01549188042824,7,0,5.897933147851291,1,0,0
187.06680211167293,149.10647889189875,116.28183826406192,4,0,20.177707916436063,0,0,1
0.0,76.33372763481827,73.78382345065985,10,1,9.802433161592994,0,0,0
296837.2355674957,77.5491919585204,74.84449087606448,9,0,3.6744966886410766,1,0,0
226.57971363952257,240.1230058138829,147.34037161101853,10,0,,0,1,0
152000.4986103062,69.89620236562537,67.9497521704833,5,0,6.867007413670742,1,0,0
,232.0384508868128,137.05808949215282,7,0,38.679560281079425,0,1,0
402596.2762367421,104.66391787301552,84.3873853618037,10,0,7.491232086337566,1,0,1
201195.34384044103,70.64201993859226,69.04213835227712,4,0,10.037480989747312,1,0,0
164737.9356071631,67.8996008797968,67.48255679270447,7,0,10.462486441916107,1,0,0
36110.0348207065,246.4932501846171,101.77059533537351,5,1,33.55108152927493,0,1,0
227283.57342401665,58.95691719199625,58.16573878205353,5,0,9.30183884295514,1,0,0
182290.37320573235,74.29150821538656,72.04345003130254,4,0,2.569379144910623,1,0,0
48356.342740157175,232.4741058982733,114.20266305821276,10,0,35.13347013252548,0,1,0
16969.328170395016,184.4618918733917,124.83660068833365,10,0,39.85657578037346,0,1,0
26676.536180227453,228.61345821124837,159.7957235295892,10,0,43.59436906196898,0,1,0
92.17029114948666,83.43374624761749,81.80850360902062,7,0,8.578604029777253,0,0,0
244121.8308382338,71.81915039285617,70.29626394162041,1,0,12.828460949568065,1,0,0
19497.020522128056,223.24510366344015,140.68915527599225,10,0,38.3392112724202,0,1,0
139453.37306629418,69.66049711282623,68.25736300346342,5,0,1.3209020240949172,1,0,0
80.57893963486518,78.33255578395374,74.59917073531356,9,0,10.075302563349355,0,0,0
43144.34043125299,254.0868407307702,177.18788168980095,10,0,45.604032764812544,0,1,0
43166.31528495995,224.45230118722844,165.49611745177202,10,0,53.86742984417161,0,1,0
85173.68861607331,70.9781570235475,68.57570108609556,6,0,14.681381910006284,1,0,0
236547.4877079603,64.57589205467606,63.938677842987964,4,0,9.997915294196714,1,0,0
157.68350058390703,156.94601121395235,142.66145966471913,10,0,55.269899682184345,0,0,1
265349.55575182557,61.12907558769736,59.69120692731669,2,0,1.883052440801534,1,0,0
226334.37300083443,64.37901794748804,63.622120230138194,7,0,2.1865743882541926,1,0,0
0.0,65.93505727062183,63.48471801650105,6,0,14.24182172687801,1,0,0
12060.43520514037,232.3789116179097,159.73246069075074,7,0,26.570162391749925,0,1,0
27695.23637543364,210.49020962131613,94.31347661079896,4,0,48.09963421921911,0,1,0
195533.00947336745,69.49465906281696,67.92099184140712,10,0,8.026574525637304,1,0,0
225.3732418293446,202.54465106271135,151.8311903182924,10,0,20.519553287905858,0,1,0
2554.8492743587535,193.05140237344943,93.66562596782828,7,0,17.600108797962186,0,1,0
51663.026985706216,220.54458430472587,112.57019732240194,10,1,28.25379604303625,0,1,0
165469.07862233435,59.202007175116556,58.10257497791888,7,0,,1,0,0
196088.58280115743,61.986964405202144,59.47493355576199,5,0,8.935729638696534,1,0,0
197389.11319832783,67.6812866044218,66.68637984546717,8,0,6.715969185124758,1,0,0
0.0,58.308848836439495,57.337701171563275,3,0,9.866740145796252,1,0,0
170630.03401682884,70.85860225035364,70.06114674136847,5,0,,1,0,0
83933.33644338319,225.6614881925421,146.55230502512606,8,1,64.26195399958367,0,1,0
204957.6652706485,71.47125572050972,70.61984901542016,6,0,2.326851699479194,1,0,0
246617.85484404315,106.80833187795827,85.67330619204184,3,0,11.421471980640137,1,0,1
84.2442913303738,115.81962999057652,89.40035438150508,7,0,48.81760053401646,0,0,1
269599.01880473096,124.51872325535234,113.77484264670346,8,0,47.21943103887615,1,0,1
,220.68505074088247,157.7418617569331,10,1,42.13326206650238,0,1,0
44260.09516244544,240.043825825256,137.32085869634523,8,1,55.05486218450184,0,1,0
191212.39757541465,63.260259763776,62.548037065125094,3,0,12.35618766222508,1,0,0
2588.953730729732,70.48568233607054,69.96974266941344,5,0,,0,0,0
18896.51764225212,64.7236523808373,64.24478841883902,9,0,14.717690316860615,0,0,0
27105.19603371846,234.72430152719377,109.1763801362844,4,0,40.541080813779026,0,1,0
26228.48244890024,237.93210395744805,150.10443536336425,10,0,47.46311201130129,0,1,0
273856.3415345481,57.21757531086441,55.2883316798939,4,0,6.1396207427674945,1,0,0
182725.7058819569,66.76248966266678,63.674376823405154,4,0,7.768973191495253,1,0,0
0.0,61.71149426265832,59.145667284891005,9,0,1.205338798647693,1,0,0
56901.49305727673,211.02139421455516,127.35907976814858,10,1,30.991632917211433,0,1,0
50841.27564173262,226.735519902764,118.9541242384986,9,1,44.28704416553991,0,1,0
295764.43488729995,59.11261639668634,56.38058673886679,7,0,1.145588643034654,1,0,0
80.00128749048466,80.21521088224907,79.99679915005153,10,0,11.580743613290092,0,0,0
30011.098052816607,230.8852959189466,166.32401313247368,10,0,29.26892491725946,0,1,0
6443.705557924626,206.25117119098147,100.90741321745804,5,0,18.86016145127243,0,1,0
150235.88930101285,65.73127528785238,64.64091508948333,4,0,11.454786224672008,1,0,0
,240.4347811174192,109.10344724991911,7,0,38.5845214147128,0,1,0
119.30330814328832,131.95646106145134,99.48584329000714,7,0,37.44521460847148,0,0,1
18444.126818805555,196.5217544453666,87.30365440528715,6,0,28.95759896829577,0,1,0
171158.0363890309,78.07279218596118,76.19027988368076,7,0,,1,0,0
250221.30734237444,65.4193148016371,62.58837733800082,4,0,14.007069043595532,1,0,0
108966.8269858251,76.76673282011465,75.19506999505286,4,0,2.774586738755811,1,0,0
346.5863109161956,82.90489212552951,80.98933762976087,6,0,8.984653966817472,0,0,0
80980.91639112362,70.80288102190059,69.98333805415177,2,0,12.430272589072,1,0,0
14498.278775771483,71.96449170406632,71.65575157043938,5,0,3.4421404915100986,0,0,0
